표준 성분명,표준 영문명
아세틸옥타펩타이드-2,Acetyl Octapeptide-2
아세틸옥타펩타이드-3,Acetyl Octapeptide-3
아세틸옥타펩타이드-3올리고펩타이드-133,Acetyl Octapeptide-3 Oligopeptide-133
아세틸올리고펩다이드-129아미도프로폭시피이지-2프로필아 민,Acetyl Oligopeptide-129 Amidopropoxy PEG-2 Propylamine
아세틸올리고펩타이드-181,Acetyl Oligopeptide-181
아세틸올리고펩타이드-70,Acetyl Oligopeptide-70
아세틸펜타펩타이드-1,Acetyl Pentapeptide-1
아세틸펜타펩타이드-35,Acetyl Pentapeptide-35
아세틸펜타펩타이드-55아마이드,Acetyl Pentapeptide-55 Amide
아세틸프롤린,Acetyl Proline
아세틸루바브뿌리추출물,Acetyl Rheum Rhaponticum Root Extract
아세틸에스에이치-데카펩타이드-2아마이드,Acetyl sh-Decapeptide-2 Amide
아세틸에스에이치-헵타펩타이드-1,Acetyl sh-Heptapeptide-1
아세틸에스에이치-헥사펩타이드-5아마이드아세테이트,Acetyl sh-Hexapeptide-5 Amide Acetate
아세틸에스에이치-헥사펩타이드-8에스피,Acetyl sh-Hexapeptide-8 SP
아세틸에스에이치-올리고펩타이드-26에스에이치-올리고펩타 이드-27에스피,Acetyl sh-Oligopeptide-26 sh-Oligopeptide-27 SP
아세틸에스에이치-올리고펩타이드-29에스피,Acetyl sh-Oligopeptide-29 SP
아세틸에스에이치-올리고펩타이드-30에스피,Acetyl sh-Oligopeptide-30 SP
아세틸에스에이치-올리고펩타이드-77아마이드,Acetyl sh-Oligopeptide-77 Amide
아세틸에스에이치-올리고펩타이드-92에스피,Acetyl sh-Oligopeptide-92 SP
아세틸에스에이치-펜타펩타이드-1,Acetyl sh-Pentapeptide-1
아세틸에스에이치-펜타펩타이드-35,Acetyl sh-Pentapeptide-35
아세틸에스에이치-테트라펩타이드-1,Acetyl sh-Tetrapeptide-1
아세틸에스에이치-테트라펩타이드-39,Acetyl sh-Tetrapeptide-39
아세틸테트라펩타이드-11,Acetyl Tetrapeptide-11
아세틸테트라펩타이드-15,Acetyl Tetrapeptide-15
아세틸테트라펩타이드-17,Acetyl Tetrapeptide-17
아세틸테트라펩타이드-18,Acetyl Tetrapeptide-18
아세틸테트라펩타이드-2,Acetyl Tetrapeptide-2
아세틸테트라펩타이드-22,Acetyl Tetrapeptide-22
아세틸테트라펩타이드-27,Acetyl Tetrapeptide-27
아세틸테트라펩타이드-3,Acetyl Tetrapeptide-3
아세틸테트라펩타이드-40,Acetyl Tetrapeptide-40
아세틸테트라펩타이드-5,Acetyl Tetrapeptide-5
아세틸테트라펩타이드-71,Acetyl Tetrapeptide-71
아세틸테트라펩타이드-9,Acetyl Tetrapeptide-9
아세틸트라이부틸시트레이트,Acetyl Tributyl Citrate
아세틸트라이에틸시트레이트,Acetyl Triethyl Citrate
아세틸트라이에틸헥실시트레이트,Acetyl Triethylhexyl Citrate
아세틸트라이플루오로메틸페닐발릴글라이신,Acetyl Trifluoromethylphenyl Valylglycine
아세틸트라이헥실시트레이트,Acetyl Trihexyl Citrate
아세틸트라이펩타이드-1,Acetyl Tripeptide-1
아세틸트라이펩타이드-30시트룰린,Acetyl Tripeptide-30 Citrulline
아세틸트라이펩타이드-45D-페닐알라닐옥타펩타이드-14노르 류실펜타펩타이드-38메틸류실데카펩타이드-26노르류실글루 타밀메틸류실아이소류신아마이드,Acetyl Tripeptide-45 D-Phenylalanyl Octapeptide-14 Norleucyl Pentapeptide-38 Methyl Leucyl Decapeptide- 26 Norleucyl Glutamyl Methyl Leucyl Isoleucinamide
아세틸트라이펩타이드-54아마이드,Acetyl Tripeptide-54 Amide
아세틸트라이펩타이드-74아마이드,Acetyl Tripeptide-74 Amide
아세틸트립토판,Acetyl Tryptophan
아세틸타이로신아마이드,Acetyl Tyrosinamide
아세틸타이로신,Acetyl Tyrosine
아세틸진저론,Acetyl Zingerone
아세틸알지닐트립토필다이페닐글라이신,Acetylarginyltryptophyl Diphenylglycine
아세틸레이티드C10-40하이드록시알킬애씨드콜레스테롤/라노 스테롤에스터,Acetylated C10-40 Hydroxyalkyl Acid Cholesterol/Lanosterol Esters
아세틸레이티드캐스터오일,Acetylated Castor Oil
아세틸레이티드세틸하이드록시프롤리네이트,Acetylated Cetyl Hydroxyprolinate
아세틸레이티드글리세릴스테아레이트/팔미테이트,Acetylated Glyceryl Stearate/Palmitate
아세틸레이티드글라이콜스테아레이트,Acetylated Glycol Stearate
아세틸레이티드하이드로제네이티드캐스터글리세라이드,Acetylated Hydrogenated Castor Glyceride
아세틸레이티드하이드로제네이티드캐스터오일,Acetylated Hydrogenated Castor Oil
아세틸레이티드하이드로제네이티드코튼씨드글리세라이드,Acetylated Hydrogenated Cottonseed Glyceride
아세틸레이티드하이드로제네이티드라놀린,Acetylated Hydrogenated Lanolin
아세틸레이티드하이드로제네이티드라드글리세라이드,Acetylated Hydrogenated Lard Glyceride
아세틸레이티드하이드로제네이티드탈로우모노글리세라이드,Acetylated Hydrogenated Tallow Glyceride
아세틸레이티드하이드로제네이티드탈로우글리세라이즈,Acetylated Hydrogenated Tallow Glycerides
아세틸레이티드하이드로제네이티드식물성글리세라이드,Acetylated Hydrogenated Vegetable Glyceride
아세틸레이티드라놀린,Acetylated Lanolin
아세틸레이티드라놀린알코올,Acetylated Lanolin Alcohol
아세틸레이티드라놀린리시놀리에이트,Acetylated Lanolin Ricinoleate
아세틸레이티드라드글리세라이드,Acetylated Lard Glyceride
아세틸레이티드팜커넬글리세라이즈,Acetylated Palm Kernel Glycerides
아세틸레이티드수크로오스다이스테아레이트,Acetylated Sucrose Distearate
아세틸렌다이우레아/폼알데하이드/토실아마이드크로스폴리 머,Acetylenediurea/Formaldehyde/Tosylamide Crosspolymer
아세틸글루타미노일파네실시스테인,Acetylglutaminoyl Farnesylcysteine
아세틸메티오닐메틸실란올엘라스티네이트,Acetylmethionyl Methylsilanol Elastinate
아세틸뉴라미닉애씨드,Acetylneuraminic Acid
아세틸피토스핑고신,Acetylphytosphingosine
아세틸피토스핑고신포스페이트,Acetylphytosphingosine Phosphate
아세틸살리실릭애씨드,Acetylsalicylic Acid
아세틸살리실로일펜타펩타이드-33,Acetylsalicyloyl Pentapeptide-33
서양톱풀,Achillea Millefolium
서양톱풀추출물,Achillea Millefolium Extract
서양톱풀꽃추출물,Achillea Millefolium Flower Extract
서양톱풀꽃수,Achillea Millefolium Flower Water
서양톱풀꽃/마쉬말로우뿌리/마트리카리아꽃/서양고추나물꽃/ 살비아잎/관동화잎추출물,"Achillea Millefolium Flower/Althaea Officinalis
Root/Chamomilla Recutita (Matricaria) Flower/Hypericum Perforatum Flower/Salvia Officinalis
(Sage) Leaf/Tussilago Farfara (Coltsfoot) Leaf Extract"
서양톱풀꽃/마트리카리아꽃/회향열매/호프꽃/레몬밤잎/겨우 살이추출물,"Achillea Millefolium Flower/Chamomilla Recutita
(Matricaria) Flower/Foeniculum Vulgare (Fennel) Fruit/Humulus Lupulus (Hops)/Melissa Officinalis
Leaf/Viscum Album (Mistletoe) Extract"
서양톱풀꽃/마트리카리아꽃/회향꽃/호프꽃/레몬밤잎/겨우살 이열매추출물,"Achillea Millefolium Flower/Chamomilla Recutita
(Matricaria) Flower/Foeniculum Vulgare (Fennel) Fruit/Humulus Lupulus (Hops)/Melissa Officinalis
Leaf/Viscum Album (Mistletoe) Fruit Extract"
서양톱풀꽃/잎/줄기추출물,Achillea Millefolium Flower/Leaf/Stem Extract
서양톱풀오일,Achillea Millefolium Oil
와일드사포딜라열매/씨추출물,Achras Sapota Fruit/Seed Extract
우슬추출물,Achyranthes Bidentata Root Extract
우슬뿌리/모과/몰약수지/복령/민들레잎/뿌리추출물,Achyranthes Bidentata Root/Chaenomeles Sinensis Fruit/Commiphora Myrrha Resin/Poria Cocos/Taraxacum Platycarpum Leaf/Root Extract
털쇠무릎뿌리추출물,Achyranthes Fauriei Root Extract
쇠무릎추출물,Achyranthes Japonica Extract
쇠무릎뿌리/붉나무충영/가자열매/감초뿌리/줄기추출물,Achyranthes Japonica Root/Rhus Semialata Gall/Terminalia Chebula Fruit/Glycyrrhiza Uralensis Root/Stem Extract
마셀라꽃추출물,Achyrocline Satureioides Flower Extract
마셀라잎추출물,Achyrocline Satureioides Leaf Extract
적색106호,Acid Red
산성적색52호,Acid Red 52
산성적색92호,Acid Red 92
아시도필루스/포도발효물,Acidophilus/Grape Ferment
아시네토박터발효물,Acinetobacter Ferment
아시네토박터발효추출물,Acinetobacter Ferment Extract
아시네토박터/콩추출발효물,Acinetobacter/Soybean Seed Extract Ferment
알파인칼라민트추출물,Acinos Alpinus Extract
올레라케아아크멜라추출물,Acmella Oleracea Extract
창포캘러스배양추출물,Acorus Calamus Callus Culture Extract
창포뿌리줄기추출물,Acorus Calamus Rhizome Extract
창포뿌리줄기수,Acorus Calamus Rhizome Water
창포뿌리,Acorus Calamus Root
창포뿌리추출물,Acorus Calamus Root Extract
창포뿌리가루,Acorus Calamus Root Powder
석창포캘러스배양액,Acorus Gramineus Callus Culture Conditioned Media
석창포캘러스추출물,Acorus Gramineus Callus Extract
석창포추출물,Acorus Gramineus Extract
석창포뿌리/줄기추출물,Acorus Gramineus Root/Stem Extract
석창포뿌리/줄기/둥근잎천남성/천문동/향부자열매/천마/상 엽/마가목/괄루근/울무스 다비디아나뿌리/도꼬마리열매추출 물,"Acorus Gramineus Root/Stem/Arisaema
Amurense/Asparagus Cochinchinensis Root/Cyperus Rotundus Fruit/Gastrodia Elata Root/Morus Alba Leaf/Sorbus Commixta/Trichosanthes Kirilowii Root/Ulmus Davidiana Root/Xanthium Strumarium Fruit
Extract"
석창포뿌리/줄기/수세미오이/차나무잎추출물,Acorus Gramineus Root/Stem/Luffa Cylindrica Fruit/Camellia Sinensis Leaf Extract
아크롤레인/아크릴릭애씨드코폴리머,Acrolein/Acrylic Acid Copolymer
레몬아스펜열매추출물,Acronychia Acidula Fruit Extract
카비껍질추출물,Acronychia Pedunculata Bark Extract
카비추출물,Acronychia Pedunculata Extract
아크릴아마이드/암모늄아크릴레이트코폴리머,Acrylamide/Ammonium Acrylate Copolymer
아크릴아마이드/에탈코늄클로라이드아크릴레이트코폴리머,Acrylamide/Ethalkonium Chloride Acrylate Copolymer
아크릴아마이드/에틸트라이모늄클로라이드아크릴레이트/에 탈코늄클로라이드아크릴레이트코폴리머,Acrylamide/Ethyltrimonium Chloride Acrylate/Ethalkonium Chloride Acrylate Copolymer
아크릴아마이드/소듐아크릴레이트코폴리머,Acrylamide/Sodium Acrylate Copolymer
아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer
아크릴아마이드/소듐아크릴로일디메칠타우레이트/아크릴릭 애씨드코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate/Acrylic Acid Copolyme
아크릴아마이드/소듐아크릴로일다이메틸타우레이트/아크릴 릭애씨드코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate/Acrylic Acid Copolymer
아크릴아마이드코폴리머,Acrylamides Copolymer
아크릴아마이드/디마파아크릴레이트/메톡시피이지메타크릴 레이트코폴리머,Acrylamides/DMAPA Acrylates/Methoxy PEG Methacrylate Copolymer
아크릴아미도메틸셀룰로오스아세테이트부티레이트,Acrylamidomethyl Cellulose Acetate Butyrate
아크릴아미도프로필트라이모늄클로라이드/아크릴아마이드코 폴리머,Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer
아크릴아미도프로필트라이모늄클로라이드/아크릴레이트코폴 리머,Acrylamidopropyltrimonium Chloride/Acrylates Copolymer
아크릴레이트코폴리머,Acrylates Copolymer
아크릴레이트크로스폴리머,Acrylates Crosspolymer
아크릴레이트크로스폴리머-3,Acrylates Crosspolymer-3
아크릴레이트크로스폴리머-4,Acrylates Crosspolymer-4
아크릴레이트/아세토아세톡시에틸메타크릴레이트코폴리머,Acrylates/Acetoacetoxyethyl Methacrylate Copolymer
아크릴레이트/아크릴아마이드코폴리머,Acrylates/Acrylamide Copolymer
아크릴레이트/아미노아크릴레이트/C10-30알킬피이지-20이타 코네이트코폴리머,Acrylates/Aminoacrylates/C10-30 Alkyl PEG-20 Itaconate Copolymer
아크릴레이트/암모늄메타크릴레이트코폴리머,Acrylates/Ammonium Methacrylate Copolymer
아크릴레이트/베헤네스-25메타크릴레이트코폴리머,Acrylates/Beheneth-25 Methacrylate Copolymer
아크릴레이트/베헤네스-25메타크릴레이트/에이치이엠에이크 로스폴리머,Acrylates/Beheneth-25 Methacrylate/HEMA Crosspolymer
아크릴레이트/베헤닐아크릴레이트/다이메티콘메타크릴레이 트코폴리머,Acrylates/Behenyl Acrylate/Dimethicone Methacrylate Copolymer
아크릴레이트/베헤닐메타크릴레이트/다이메티콘메타크릴레 이트코폴리머,Acrylates/Behenyl Methacrylate/Dimethicone Methacrylate Copolymer
아크릴레이트/비스-하이드록시프로필다이메티콘크로스폴리 머,Acrylates/Bis-Hydroxypropyl Dimethicone Crosspolymer
아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,Acrylates/C10-30 Alkyl Acrylate Crosspolymer
아크릴레이트/C10-30알킬메타크릴레이트코폴리머,Acrylates/C10-30 Alkyl Methacrylate Copolymer
아크릴레이트/C1-2석시네이트/하이드록시아크릴레이트코폴 리머,Acrylates/C1-2 Succinates/Hydroxyacrylates Copolymer
아크릴레이트/C12-13알킬메타크릴레이트/메톡시에틸아크릴 레이트크로스폴리머,Acrylates/C12-13 Alkyl Methacrylates/Methoxyethyl Acrylate Crosspolymer
아크릴레이트/C12-22알킬메타크릴레이트코폴리머,Acrylates/C12-22 Alkyl Methacrylate Copolymer
아크릴레이트/카바메이트코폴리머,Acrylates/Carbamate Copolymer
아크릴레이트/세테스-20이타코네이트코폴리머,Acrylates/Ceteth-20 Itaconate Copolymer
아크릴레이트/세테스-20메타크릴레이트코폴리머,Acrylates/Ceteth-20 Methacrylate Copolymer
아크릴레이트/다이아세톤아크릴아마이드코폴리머,Acrylates/Diacetoneacrylamide Copolymer
아크릴레이트/다이에틸아미노에틸메타크릴레이트/에틸헥실 아크릴레이트코폴리머,Acrylates/Diethylaminoethyl Methacrylate/Ethylhexyl Acrylate Copolymer
아크릴레이트/다이메티콘코폴리머,Acrylates/Dimethicone Copolymer
아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Dimethicone Methacrylate Copolymer
아크릴레이트/다이메티콘메타크릴레이트/에틸헥실아크릴레 이트코폴리머,Acrylates/Dimethicone Methacrylate/Ethylhexyl Acrylate Copolymer
아크릴레이트/다이메티콘올아크릴레이트코폴리머,Acrylates/Dimethiconol Acrylate Copolymer
아크릴레이트/다이메틸아미노에틸메타크릴레이트코폴리머,Acrylates/Dimethylaminoethyl Methacrylate Copolymer
아크릴레이트/에틸아민옥사이드메타크릴레이트코폴리머,Acrylates/Ethylamine Oxide Methacrylate Copolymer
아크릴레이트/에틸헥실아크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate Copolymer
아크릴레이트/에틸헥실아크릴레이트크로스폴리머,Acrylates/Ethylhexyl Acrylate Crosspolymer
아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레 이트코폴리머,Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer
아크릴레이트/에틸헥실아크릴레이트/글리시딜메타크릴레이 트크로스폴리머,Acrylates/Ethylhexyl Acrylate/Glycidyl Methacrylate Crosspolymer
아크릴레이트/에틸헥실아크릴레이트/헤마코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA Copolymer
아크릴레이트/에틸헥실아크릴레이트/헤마/스타이렌코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA/Styrene Copolymer
아크릴레이트/에틸헥실아크릴레이트/스타이렌코폴리머,Acrylates/Ethylhexyl Acrylate/Styrene Copolymer
아크릴레이트/하이드록시에스터아크릴레이트코폴리머,Acrylates/Hydroxyesters Acrylates Copolymer
아크릴레이트/하이드록시에틸아크릴레이트/라우릴아크릴레 이트코폴리머,Acrylates/Hydroxyethyl Acrylate/Lauryl Acrylate Copolymer
아크릴레이트/하이드록시에틸아크릴레이트/메톡시에틸아크 릴레이트코폴리머,Acrylates/Hydroxyethyl Acrylate/Methoxyethyl Acrylate Copolymer
아크릴레이트/라우레스-25메타크릴레이트코폴리머,Acrylates/Laureth-25 Methacrylate Copolymer
아크릴레이트/라우릴아크릴레이트/스테아릴아크릴레이트/에 틸아민옥사이드메타크릴레이트코폴리머,Acrylates/Lauryl Acrylate/Stearyl Acrylate/Ethylamine Oxide Methacrylate Copolymer
아크릴레이트/메타크릴아마이드코폴리머,Acrylates/Methacrylamide Copolymer
아크릴레이트/메톡시피이지-10말리에이트/스타이렌코폴리머,Acrylates/Methoxy PEG-10 Maleate/Styrene Copolymer
아크릴레이트/메톡시피이지-15메타크릴레이트코폴리머,Acrylates/Methoxy PEG-15 Methacrylate Copolymer
아크릴레이트/메톡시피이지-90메타크릴레이트크로스폴리머,Acrylates/Methoxy PEG-90 Methacrylate Crosspolymer
아크릴레이트/옥틸아크릴아마이드코폴리머,Acrylates/Octylacrylamide Copolymer
아크릴레이트/옥틸아크릴아마이드/다이페닐아모다이메티콘 코폴리머,Acrylates/Octylacrylamide/Diphenyl Amodimethicone Copolymer
아크릴레이트/팔메스-25아크릴레이트코폴리머,Acrylates/Palmeth-25 Acrylate Copolymer
아크릴레이트/팔메스-25이타코네이트코폴리머,Acrylates/Palmeth-25 Itaconate Copolymer
아크릴레이트/피이지-10말리에이트/스타이렌코폴리머,Acrylates/PEG-10 Maleate/Styrene Copolymer
아크릴레이트/피이지-4다이메타크릴레이트크로스폴리머,Acrylates/PEG-4 Dimethacrylate Crosspolymer
아크릴레이트/퍼플루오로헥실에틸메타크릴레이트코폴리머,Acrylates/Perfluorohexylethyl Methacrylate Copolymer
아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,Acrylates/Polytrimethylsiloxymethacrylate Copolymer
아크릴레이트/프로필트라이메티콘메타크릴레이트코폴리머,Acrylates/Propyl Trimethicone Methacrylate Copolymer
아크릴레이트/옻나무수액추출물크로스폴리머,Acrylates/Rhus Verniciflua Sap Extract Crosspolymer
아크릴레이트/스테아레스-20이타코네이트코폴리머,Acrylates/Steareth-20 Itaconate Copolymer
아크릴레이트/스테아레스-20메타크릴레이트코폴리머,Acrylates/Steareth-20 Methacrylate Copolymer
아크릴레이트/스테아레스-20메타크릴레이트크로스폴리머,Acrylates/Steareth-20 Methacrylate Crosspolymer
아크릴레이트/스테아레스-50아크릴레이트코폴리머,Acrylates/Steareth-50 Acrylate Copolymer
아크릴레이트/스테아릴아크릴레이트/다이메티콘메타크릴레 이트코폴리머,Acrylates/Stearyl Acrylate/Dimethicone Methacrylate Copolymer
